activity_id_short,axis_id,axis_label_zh,component_id,component_weight,component_raw_metric,component_raw_value,component_raw_direction,component_group_relative_index_0_100,component_available,component_missing_reason,component_description,interpretation_boundary
45_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.5622463874072077,higher_is_better,16.667,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
46_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.6667449993306711,lower_is_better,29.167,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
46_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.11904761904761904,lower_is_better,6.25,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
46_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.011904761904761904,lower_is_better,54.167,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
46_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.03617025240126648,lower_is_better,25.0,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
46_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.5998745730811572,higher_is_better,41.667,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
48_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.8069770655640744,lower_is_better,0.0,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
48_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.13095238095238096,lower_is_better,0.0,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
48_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.011904761904761904,lower_is_better,54.167,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
48_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.0,lower_is_better,72.917,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
48_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.6749763993660307,higher_is_better,83.333,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
8_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.6183209318633369,lower_is_better,45.833,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
8_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.08333333333333333,lower_is_better,27.083,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
8_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.011904761904761904,lower_is_better,54.167,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
8_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.0,lower_is_better,72.917,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
8_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.6261397922206028,higher_is_better,70.833,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
9_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.5473244059363183,lower_is_better,75.0,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
9_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.08641975308641975,lower_is_better,20.833,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
9_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.012345679012345678,lower_is_better,22.917,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
9_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.0,lower_is_better,72.917,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
9_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.6232627960532281,higher_is_better,66.667,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
