activity_id_short,participant_id,axis_id,axis_label_zh,axis_group_relative_index_0_100,axis_support_status,axis_component_metrics,axis_description,activity_history_primary_label,activity_history_evidence_tier,numeric_attribution_label_v0_5,suggested_report_case_role,numeric_attention_flag_count,movement_degradation_flag_count,numeric_attention_flags,hr_median_zone_sex_age_est,tertiary_profile_context_signal,interpretation_boundary,axis_source,terrain_movement_context_label,axis_admission_decision
30_1,,terrain_movement_efficiency,地形移動維持（描述性）,100.0,SUPPORTED_TERRAIN_MOVEMENT_EVIDENCE,,Descriptive CH6.5.6 terrain/surface x movement-response evidence. Admitted by CH6.5.6 axis admission audit v1.2.,,,,,,,,,,"Descriptive CH6.5.5 personal activity performance radar report-safe v1 terrain-axis preview only. Only evidence-available axes are plotted. Missing axes are listed separately and are not zero-filled. The terrain movement axis is admitted by CH6.5.6 axis admission audit v1.2 as descriptive terrain movement maintenance context only. Values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence.",CH6.5.6 terrain_movement_efficiency_axis_update_v1.csv,HIGHER_TERRAIN_MOVEMENT_MAINTENANCE_CONTEXT,ADMIT_TO_RADAR_V1_DESCRIPTIVE_SUPPORTED_AXIS_WITH_BOUNDARY
30_1,30,pacing_movement_stability,配速／移動穩定性,78.667,SUPPORTED_ACTIVITY_HISTORY,low_speed_ratio_avg|stopped_ratio_avg|speed_mps_median_median,"Group-relative pacing and movement stability from low-speed, stopped, and speed metrics.",HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
30_1,30,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,69.333,LIMITED_SECONDARY_HR_CONTEXT,speed_mps_median_median|hr_median_pct_sex_age_est_hrmax|low_speed_ratio_avg,Limited proxy combining movement output and sex-age estimated HR% context. High HR alone is not strain.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
30_1,30,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,48.0,LIMITED_PROXY_ACTIVITY_WEATHER_CONTEXT,behavior_weather_context_review_required_ratio|route_load_behavior_candidate_window_ratio,Limited proxy from behavior-weather overlap and route-load behavior response. Station weather is descriptive context only.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
30_1,30,route_following_stability,路線跟隨穩定性,,INSUFFICIENT_EVIDENCE,NONE,Requires formal on-route / wrong-branch / deviation-recovery evidence; not scored in v0.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
33_1,33,sustained_progress,持續推進能力,64.0,SUPPORTED_ACTIVITY_HISTORY,speed_mps_median_median|low_speed_ratio_avg|stopped_ratio_avg,"Group-relative movement continuity using speed, low-speed ratio, and stopped ratio.",HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
33_1,33,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,57.0,LIMITED_PROXY_ACTIVITY_HISTORY,route_load_behavior_candidate_window_ratio|uphill_high_route_load_ratio,Limited proxy using route-load behavior response and uphill high-load exposure context. This is not a true VAM/vertical-output capacity axis.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
33_1,,terrain_movement_efficiency,地形移動維持（描述性）,92.0,SUPPORTED_TERRAIN_MOVEMENT_EVIDENCE,,Descriptive CH6.5.6 terrain/surface x movement-response evidence. Admitted by CH6.5.6 axis admission audit v1.2.,,,,,,,,,,"Descriptive CH6.5.5 personal activity performance radar report-safe v1 terrain-axis preview only. Only evidence-available axes are plotted. Missing axes are listed separately and are not zero-filled. The terrain movement axis is admitted by CH6.5.6 axis admission audit v1.2 as descriptive terrain movement maintenance context only. Values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence.",CH6.5.6 terrain_movement_efficiency_axis_update_v1.csv,HIGHER_TERRAIN_MOVEMENT_MAINTENANCE_CONTEXT,ADMIT_TO_RADAR_V1_DESCRIPTIVE_SUPPORTED_AXIS_WITH_BOUNDARY
33_1,33,pacing_movement_stability,配速／移動穩定性,64.0,SUPPORTED_ACTIVITY_HISTORY,low_speed_ratio_avg|stopped_ratio_avg|speed_mps_median_median,"Group-relative pacing and movement stability from low-speed, stopped, and speed metrics.",HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
33_1,33,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,65.333,LIMITED_SECONDARY_HR_CONTEXT,speed_mps_median_median|hr_median_pct_sex_age_est_hrmax|low_speed_ratio_avg,Limited proxy combining movement output and sex-age estimated HR% context. High HR alone is not strain.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
33_1,33,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,90.0,LIMITED_PROXY_ACTIVITY_WEATHER_CONTEXT,behavior_weather_context_review_required_ratio|route_load_behavior_candidate_window_ratio,Limited proxy from behavior-weather overlap and route-load behavior response. Station weather is descriptive context only.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
33_1,33,route_following_stability,路線跟隨穩定性,,INSUFFICIENT_EVIDENCE,NONE,Requires formal on-route / wrong-branch / deviation-recovery evidence; not scored in v0.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
35_1,35,sustained_progress,持續推進能力,84.0,SUPPORTED_ACTIVITY_HISTORY,speed_mps_median_median|low_speed_ratio_avg|stopped_ratio_avg,"Group-relative movement continuity using speed, low-speed ratio, and stopped ratio.",HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
35_1,35,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,55.0,LIMITED_PROXY_ACTIVITY_HISTORY,route_load_behavior_candidate_window_ratio|uphill_high_route_load_ratio,Limited proxy using route-load behavior response and uphill high-load exposure context. This is not a true VAM/vertical-output capacity axis.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
35_1,,terrain_movement_efficiency,地形移動維持（描述性）,88.0,SUPPORTED_TERRAIN_MOVEMENT_EVIDENCE,,Descriptive CH6.5.6 terrain/surface x movement-response evidence. Admitted by CH6.5.6 axis admission audit v1.2.,,,,,,,,,,"Descriptive CH6.5.5 personal activity performance radar report-safe v1 terrain-axis preview only. Only evidence-available axes are plotted. Missing axes are listed separately and are not zero-filled. The terrain movement axis is admitted by CH6.5.6 axis admission audit v1.2 as descriptive terrain movement maintenance context only. Values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence.",CH6.5.6 terrain_movement_efficiency_axis_update_v1.csv,HIGHER_TERRAIN_MOVEMENT_MAINTENANCE_CONTEXT,ADMIT_TO_RADAR_V1_DESCRIPTIVE_SUPPORTED_AXIS_WITH_BOUNDARY
35_1,35,pacing_movement_stability,配速／移動穩定性,84.0,SUPPORTED_ACTIVITY_HISTORY,low_speed_ratio_avg|stopped_ratio_avg|speed_mps_median_median,"Group-relative pacing and movement stability from low-speed, stopped, and speed metrics.",HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
35_1,35,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,68.0,LIMITED_SECONDARY_HR_CONTEXT,speed_mps_median_median|hr_median_pct_sex_age_est_hrmax|low_speed_ratio_avg,Limited proxy combining movement output and sex-age estimated HR% context. High HR alone is not strain.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
35_1,35,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,80.0,LIMITED_PROXY_ACTIVITY_WEATHER_CONTEXT,behavior_weather_context_review_required_ratio|route_load_behavior_candidate_window_ratio,Limited proxy from behavior-weather overlap and route-load behavior response. Station weather is descriptive context only.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
35_1,35,route_following_stability,路線跟隨穩定性,,INSUFFICIENT_EVIDENCE,NONE,Requires formal on-route / wrong-branch / deviation-recovery evidence; not scored in v0.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
36_1,36,sustained_progress,持續推進能力,46.667,SUPPORTED_ACTIVITY_HISTORY,speed_mps_median_median|low_speed_ratio_avg|stopped_ratio_avg,"Group-relative movement continuity using speed, low-speed ratio, and stopped ratio.",HRMAX_ESTIMATE_OR_SENSOR_REVIEW_CONTEXT,SECONDARY_HRMAX_ESTIMATE_OR_SENSOR_REVIEW,,,,,,HR_ESTIMATE_EXCEEDS_100_REVIEW,PROFILE_CONTEXT_REFERENCE_OR_MISSING,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
36_1,36,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,74.0,LIMITED_PROXY_ACTIVITY_HISTORY,route_load_behavior_candidate_window_ratio|uphill_high_route_load_ratio,Limited proxy using route-load behavior response and uphill high-load exposure context. This is not a true VAM/vertical-output capacity axis.,HRMAX_ESTIMATE_OR_SENSOR_REVIEW_CONTEXT,SECONDARY_HRMAX_ESTIMATE_OR_SENSOR_REVIEW,,,,,,HR_ESTIMATE_EXCEEDS_100_REVIEW,PROFILE_CONTEXT_REFERENCE_OR_MISSING,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
36_1,,terrain_movement_efficiency,地形移動維持（描述性）,48.0,SUPPORTED_TERRAIN_MOVEMENT_EVIDENCE,,Descriptive CH6.5.6 terrain/surface x movement-response evidence. Admitted by CH6.5.6 axis admission audit v1.2.,,,,,,,,,,"Descriptive CH6.5.5 personal activity performance radar report-safe v1 terrain-axis preview only. Only evidence-available axes are plotted. Missing axes are listed separately and are not zero-filled. The terrain movement axis is admitted by CH6.5.6 axis admission audit v1.2 as descriptive terrain movement maintenance context only. Values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence.",CH6.5.6 terrain_movement_efficiency_axis_update_v1.csv,REFERENCE_TERRAIN_MOVEMENT_MAINTENANCE_CONTEXT,ADMIT_TO_RADAR_V1_DESCRIPTIVE_SUPPORTED_AXIS_WITH_BOUNDARY
36_1,36,pacing_movement_stability,配速／移動穩定性,46.667,SUPPORTED_ACTIVITY_HISTORY,low_speed_ratio_avg|stopped_ratio_avg|speed_mps_median_median,"Group-relative pacing and movement stability from low-speed, stopped, and speed metrics.",HRMAX_ESTIMATE_OR_SENSOR_REVIEW_CONTEXT,SECONDARY_HRMAX_ESTIMATE_OR_SENSOR_REVIEW,,,,,,HR_ESTIMATE_EXCEEDS_100_REVIEW,PROFILE_CONTEXT_REFERENCE_OR_MISSING,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
36_1,36,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,33.333,LIMITED_SECONDARY_HR_CONTEXT,speed_mps_median_median|hr_median_pct_sex_age_est_hrmax|low_speed_ratio_avg,Limited proxy combining movement output and sex-age estimated HR% context. High HR alone is not strain.,HRMAX_ESTIMATE_OR_SENSOR_REVIEW_CONTEXT,SECONDARY_HRMAX_ESTIMATE_OR_SENSOR_REVIEW,,,,,,HR_ESTIMATE_EXCEEDS_100_REVIEW,PROFILE_CONTEXT_REFERENCE_OR_MISSING,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
36_1,36,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,72.0,LIMITED_PROXY_ACTIVITY_WEATHER_CONTEXT,behavior_weather_context_review_required_ratio|route_load_behavior_candidate_window_ratio,Limited proxy from behavior-weather overlap and route-load behavior response. Station weather is descriptive context only.,HRMAX_ESTIMATE_OR_SENSOR_REVIEW_CONTEXT,SECONDARY_HRMAX_ESTIMATE_OR_SENSOR_REVIEW,,,,,,HR_ESTIMATE_EXCEEDS_100_REVIEW,PROFILE_CONTEXT_REFERENCE_OR_MISSING,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
36_1,36,route_following_stability,路線跟隨穩定性,,INSUFFICIENT_EVIDENCE,NONE,Requires formal on-route / wrong-branch / deviation-recovery evidence; not scored in v0.,HRMAX_ESTIMATE_OR_SENSOR_REVIEW_CONTEXT,SECONDARY_HRMAX_ESTIMATE_OR_SENSOR_REVIEW,,,,,,HR_ESTIMATE_EXCEEDS_100_REVIEW,PROFILE_CONTEXT_REFERENCE_OR_MISSING,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
37_1,37,sustained_progress,持續推進能力,30.667,SUPPORTED_ACTIVITY_HISTORY,speed_mps_median_median|low_speed_ratio_avg|stopped_ratio_avg,"Group-relative movement continuity using speed, low-speed ratio, and stopped ratio.",ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,PRIMARY_ACTIVITY_HISTORY_REVIEW_NEEDS_NUMERIC_CHECK,SINGLE_FACTOR_HR_PLUS_MOVEMENT_NUMERIC_REVIEW,NUMERIC_DETAIL_REVIEW_NOT_PRIMARY_CASE_YET,1.0,1.0,NUMERIC_HIGH_STOPPED_RATIO_GE_P75,ZONE4_80_90_PCT_HRMAX,LOWER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_LOW_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
37_1,37,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,48.0,LIMITED_PROXY_ACTIVITY_HISTORY,route_load_behavior_candidate_window_ratio|uphill_high_route_load_ratio,Limited proxy using route-load behavior response and uphill high-load exposure context. This is not a true VAM/vertical-output capacity axis.,ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,PRIMARY_ACTIVITY_HISTORY_REVIEW_NEEDS_NUMERIC_CHECK,SINGLE_FACTOR_HR_PLUS_MOVEMENT_NUMERIC_REVIEW,NUMERIC_DETAIL_REVIEW_NOT_PRIMARY_CASE_YET,1.0,1.0,NUMERIC_HIGH_STOPPED_RATIO_GE_P75,ZONE4_80_90_PCT_HRMAX,LOWER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_LOW_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
37_1,,terrain_movement_efficiency,地形移動維持（描述性）,32.0,SUPPORTED_TERRAIN_MOVEMENT_EVIDENCE,,Descriptive CH6.5.6 terrain/surface x movement-response evidence. Admitted by CH6.5.6 axis admission audit v1.2.,,,,,,,,,,"Descriptive CH6.5.5 personal activity performance radar report-safe v1 terrain-axis preview only. Only evidence-available axes are plotted. Missing axes are listed separately and are not zero-filled. The terrain movement axis is admitted by CH6.5.6 axis admission audit v1.2 as descriptive terrain movement maintenance context only. Values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence.",CH6.5.6 terrain_movement_efficiency_axis_update_v1.csv,REFERENCE_TERRAIN_MOVEMENT_MAINTENANCE_CONTEXT,ADMIT_TO_RADAR_V1_DESCRIPTIVE_SUPPORTED_AXIS_WITH_BOUNDARY
37_1,37,pacing_movement_stability,配速／移動穩定性,30.667,SUPPORTED_ACTIVITY_HISTORY,low_speed_ratio_avg|stopped_ratio_avg|speed_mps_median_median,"Group-relative pacing and movement stability from low-speed, stopped, and speed metrics.",ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,PRIMARY_ACTIVITY_HISTORY_REVIEW_NEEDS_NUMERIC_CHECK,SINGLE_FACTOR_HR_PLUS_MOVEMENT_NUMERIC_REVIEW,NUMERIC_DETAIL_REVIEW_NOT_PRIMARY_CASE_YET,1.0,1.0,NUMERIC_HIGH_STOPPED_RATIO_GE_P75,ZONE4_80_90_PCT_HRMAX,LOWER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_LOW_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
