relative_path,name,type,depth,role,stage_or_scope,formal_status,used_by_current_pipeline,current_pipeline_blocker,reason,recommended_action
outputs/ib2_route_risk,ib2_route_risk,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2_route_risk_output,ib2_route_risk_output,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2_v2_route_risk,ib2_v2_route_risk,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2_v2_route_risk_output,ib2_v2_route_risk_output,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2_v2_route_risk_v1_1,ib2_v2_route_risk_v1_1,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2_v2_route_risk_v1_3b_contract_qa,ib2_v2_route_risk_v1_3b_contract_qa,dir,2,FORMAL_OUTPUT,IB2_v2 route risk scoring,current,yes,no,listed formal/reference root,keep as current evidence/root
outputs/ib2_v3_route_segment_risk,ib2_v3_route_segment_risk,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2_v3_route_segment_risk_output,ib2_v3_route_segment_risk_output,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2a_risk_profile_output,ib2a_risk_profile_output,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2a_route_risk_profile,ib2a_route_risk_profile,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2b_segment_risk_profile_output,ib2b_segment_risk_profile_output,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2b_v2_segment_risk_profile,ib2b_v2_segment_risk_profile,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2b_v2_segment_risk_profile_output,ib2b_v2_segment_risk_profile_output,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2c_route_risk_map_2d,ib2c_route_risk_map_2d,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2c_route_risk_map_output,ib2c_route_risk_map_output,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2d_route_risk_offline_map,ib2d_route_risk_offline_map,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2d_route_risk_offline_map_forced_required_way_test,ib2d_route_risk_offline_map_forced_required_way_test,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2d_route_risk_offline_map_output,ib2d_route_risk_offline_map_output,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2d_route_risk_offline_map_v1_1,ib2d_route_risk_offline_map_v1_1,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib2d_route_risk_offline_map_v1_3b_contract_qa,ib2d_route_risk_offline_map_v1_3b_contract_qa,dir,2,FORMAL_OUTPUT,IB2D baseline route risk map/radar,current,yes,no,listed formal/reference root,keep as current evidence/root
outputs/ib2e_route_challenge_index,ib2e_route_challenge_index,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/ib3_activity,ib3_activity,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3_batch_runs,ib3_batch_runs,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3_environment_output,ib3_environment_output,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3_weather_output,ib3_weather_output,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a0_activity_mainline_screening,ib3a0_activity_mainline_screening,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a0_activity_mainline_screening_after_forced_route,ib3a0_activity_mainline_screening_after_forced_route,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a2_on_route_activity_filter,ib3a2_on_route_activity_filter,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a2_on_route_activity_filter_v3,ib3a2_on_route_activity_filter_v3,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a2_on_route_activity_filter_v4b,ib3a2_on_route_activity_filter_v4b,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a2_on_route_activity_filter_v4b_after_forced_route,ib3a2_on_route_activity_filter_v4b_after_forced_route,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a2_on_route_activity_filter_v4b_after_forced_route_smoketest,ib3a2_on_route_activity_filter_v4b_after_forced_route_smoketest,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a2_on_route_activity_filter_v4b_after_forced_route_smoketest_batch10,ib3a2_on_route_activity_filter_v4b_after_forced_route_smoketest_batch10,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a2_on_route_activity_filter_v4b_after_forced_route_smoketest_batch14,ib3a2_on_route_activity_filter_v4b_after_forced_route_smoketest_batch14,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_mapmatched_activity,ib3a_mapmatched_activity,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_mapmatched_activity_output,ib3a_mapmatched_activity_output,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_mapmatched_standardized_activity,ib3a_mapmatched_standardized_activity,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_mapmatched_standardized_activity_debug_maps,ib3a_mapmatched_standardized_activity_debug_maps,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_sequence_mapmatched_activity,ib3a_sequence_mapmatched_activity,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_sequence_mapmatched_activity_v2,ib3a_sequence_mapmatched_activity_v2,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_sequence_mapmatched_activity_v3,ib3a_sequence_mapmatched_activity_v3,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_sequence_mapmatched_activity_v4,ib3a_sequence_mapmatched_activity_v4,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_sequence_mapmatched_activity_v4b,ib3a_sequence_mapmatched_activity_v4b,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_sequence_mapmatched_activity_v4b_after_forced_route,ib3a_sequence_mapmatched_activity_v4b_after_forced_route,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_sequence_mapmatched_activity_v4b_after_forced_route_smoketest,ib3a_sequence_mapmatched_activity_v4b_after_forced_route_smoketest,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_sequence_mapmatched_activity_v4b_after_forced_route_smoketest_batch10,ib3a_sequence_mapmatched_activity_v4b_after_forced_route_smoketest_batch10,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_sequence_mapmatched_activity_v4b_after_forced_route_smoketest_batch14,ib3a_sequence_mapmatched_activity_v4b_after_forced_route_smoketest_batch14,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3a_sequence_mapmatched_activity_v4c_no_post_summit_phase_force,ib3a_sequence_mapmatched_activity_v4c_no_post_summit_phase_force,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3b2_activity_profile_1d_2d,ib3b2_activity_profile_1d_2d,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3b2_activity_profile_1d_2d_sequence,ib3b2_activity_profile_1d_2d_sequence,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3b2_activity_profile_1d_2d_v3,ib3b2_activity_profile_1d_2d_v3,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3b2_activity_profile_1d_2d_v3_fullaxis,ib3b2_activity_profile_1d_2d_v3_fullaxis,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3b2_activity_profile_1d_2d_v4b,ib3b2_activity_profile_1d_2d_v4b,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3b2_activity_profile_1d_2d_v4b_after_forced_route,ib3b2_activity_profile_1d_2d_v4b_after_forced_route,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3b2_activity_profile_1d_2d_with_events_v1,ib3b2_activity_profile_1d_2d_with_events_v1,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3b_activity_environment_segments,ib3b_activity_environment_segments,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3b_mapmatched_activity_profile,ib3b_mapmatched_activity_profile,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3b_mapmatched_activity_profile_output,ib3b_mapmatched_activity_profile_output,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase1_smoketest,ib3c_activity_behavior_events_adaptive_speed_v1_phase1_smoketest,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase2_26batch,ib3c_activity_behavior_events_adaptive_speed_v1_phase2_26batch,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase2_smoketest,ib3c_activity_behavior_events_adaptive_speed_v1_phase2_smoketest,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase2_smoketest_multi,ib3c_activity_behavior_events_adaptive_speed_v1_phase2_smoketest_multi,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase3_semantics_smoketest,ib3c_activity_behavior_events_adaptive_speed_v1_phase3_semantics_smoketest,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase3a_semantic_annotations_26batch,ib3c_activity_behavior_events_adaptive_speed_v1_phase3a_semantic_annotations_26batch,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase3a_semantic_annotations_keycases,ib3c_activity_behavior_events_adaptive_speed_v1_phase3a_semantic_annotations_keycases,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase3a_semantic_annotations_smoketest,ib3c_activity_behavior_events_adaptive_speed_v1_phase3a_semantic_annotations_smoketest,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase3b_hr_delta_26batch,ib3c_activity_behavior_events_adaptive_speed_v1_phase3b_hr_delta_26batch,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase3b_hr_delta_bootstrap_smoketest,ib3c_activity_behavior_events_adaptive_speed_v1_phase3b_hr_delta_bootstrap_smoketest,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase3b_hr_delta_keycases,ib3c_activity_behavior_events_adaptive_speed_v1_phase3b_hr_delta_keycases,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase3b_hr_delta_smoketest,ib3c_activity_behavior_events_adaptive_speed_v1_phase3b_hr_delta_smoketest,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch,ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_bootstrap_smoketest,ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_bootstrap_smoketest,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_keycases,ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_keycases,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_smoketest,ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_smoketest,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_v1_after_forced_route,ib3c_activity_behavior_events_v1_after_forced_route,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_v1_speed07_after_forced_route,ib3c_activity_behavior_events_v1_speed07_after_forced_route,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_v1b_offroute_speed07_after_forced_route,ib3c_activity_behavior_events_v1b_offroute_speed07_after_forced_route,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route,ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route_smoketest,ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route_smoketest,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route_smoketest_batch10,ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route_smoketest_batch10,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route_smoketest_batch14,ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route_smoketest_batch14,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_behavior_events_v1c_recovery_speed07_all_qixing_lengshuikeng_summary,ib3c_activity_behavior_events_v1c_recovery_speed07_all_qixing_lengshuikeng_summary,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_activity_risk_overlay_output,ib3c_activity_risk_overlay_output,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_adaptive_speed_event_detection_v1_phase2_compare_v1d,ib3c_adaptive_speed_event_detection_v1_phase2_compare_v1d,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_adaptive_speed_event_detection_v1_phase3a_compare_phase2,ib3c_adaptive_speed_event_detection_v1_phase3a_compare_phase2,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_adaptive_speed_event_detection_v1_phase3b_compare_phase3a,ib3c_adaptive_speed_event_detection_v1_phase3b_compare_phase3a,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_adaptive_speed_event_detection_v1_phase3c_compare_phase3b,ib3c_adaptive_speed_event_detection_v1_phase3c_compare_phase3b,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3c_adaptive_speed_event_detection_v1_phase3c_keycase_summary,ib3c_adaptive_speed_event_detection_v1_phase3c_keycase_summary,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3d_activity_risk_timeline_output,ib3d_activity_risk_timeline_output,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3d_observed_behavior_timeline_v1,ib3d_observed_behavior_timeline_v1,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3d_observed_behavior_timeline_v1_hrzones_test,ib3d_observed_behavior_timeline_v1_hrzones_test,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib3d_v2_activity_risk_timeline_report_output,ib3d_v2_activity_risk_timeline_report_output,dir,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
outputs/ib4_activity_output,ib4_activity_output,dir,2,EXPERIMENTAL,IB4/personal/model artifacts,historical_or_future,no,no,outside current IA1-IB2D checkpoint,review manually
outputs/ib_scenario_output,ib_scenario_output,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/model_usability_summary_v1,model_usability_summary_v1,dir,2,EXPERIMENTAL,IB4/personal/model artifacts,historical_or_future,no,no,outside current IA1-IB2D checkpoint,review manually
outputs/model_usability_summary_v2,model_usability_summary_v2,dir,2,EXPERIMENTAL,IB4/personal/model artifacts,historical_or_future,no,no,outside current IA1-IB2D checkpoint,review manually
outputs/model_usability_summary_v3_route_core_clipped,model_usability_summary_v3_route_core_clipped,dir,2,EXPERIMENTAL,IB4/personal/model artifacts,historical_or_future,no,no,outside current IA1-IB2D checkpoint,review manually
outputs/model_usability_trainsets_v1,model_usability_trainsets_v1,dir,2,EXPERIMENTAL,IB4/personal/model artifacts,historical_or_future,no,no,outside current IA1-IB2D checkpoint,review manually
outputs/model_usability_trainsets_v3_route_core_clipped,model_usability_trainsets_v3_route_core_clipped,dir,2,EXPERIMENTAL,IB4/personal/model artifacts,historical_or_future,no,no,outside current IA1-IB2D checkpoint,review manually
outputs/prototype_A_terrain_dominant,prototype_A_terrain_dominant,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/qa36_refit,qa36_refit,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/route_core_baseline_model_v1,route_core_baseline_model_v1,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/route_core_baseline_model_v1b,route_core_baseline_model_v1b,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/route_core_baseline_model_v1c_adaptive_speed_features,route_core_baseline_model_v1c_adaptive_speed_features,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/route_core_baseline_model_v1d_behavior_load_groups,route_core_baseline_model_v1d_behavior_load_groups,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/route_core_behavior_features_v1_keycases,route_core_behavior_features_v1_keycases,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/route_core_model_dataset_v1,route_core_model_dataset_v1,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/route_core_model_dataset_v1b,route_core_model_dataset_v1b,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/segment_enriched_output,segment_enriched_output,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
outputs/segment_output,segment_output,dir,2,LEGACY_OR_EXPERIMENTAL_OUTPUT,older/non-current output root,review_before_use,no,no,not listed as current formal root,do not use as current formal input
runs/115_osm_changelog_index_20260601.csv,115_osm_changelog_index_20260601.csv,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/115_osm_changelog_index_20260601.md,115_osm_changelog_index_20260601.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/115_osm_changelog_master_organized_20260601.md,115_osm_changelog_master_organized_20260601.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
runs/115_osm_current_effective_handoff_prompt_organized_20260601.md,115_osm_current_effective_handoff_prompt_organized_20260601.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
